preds,true
1.562311,3.3
1.8867594,1.3
1.6630807,1.7
2.7218637,3.0
1.737194,1.0
0.3424641,1.0
3.0087554,2.3
1.5314401,1.7
1.0439636,1.0
2.6812599,2.7
0.9586425,0.0
2.9228778,2.7
2.274281,0.0
2.473644,2.7
0.78250283,1.7
1.3846136,0.7
0.5508771,0.3
1.2733555,0.7
1.0226192,1.0
3.301454,2.7
1.3553858,3.3
1.890115,2.3
1.0828518,2.0
2.2743156,1.0
2.4002843,2.0
1.1215672,1.0
0.7586772,0.0
3.8471372,4.3
2.4645588,2.7
1.6949602,1.0
2.3038597,3.3
0.59870064,0.0
1.504526,1.3
0.3950408,0.3
3.052349,4.3
1.3385938,0.7
1.3402746,0.3
0.9836484,0.3
3.2199273,4.0
3.2526495,5.0
1.1078517,0.7
4.149042,6.3
1.8117139,3.0
1.5457815,0.0
3.0963812,1.7
1.074575,1.7
1.9506198,1.3
3.103436,3.7
1.0226455,0.7
0.34870657,0.0
1.9890505,2.0
2.4873593,1.7
0.37780988,1.0
2.7001314,4.7
1.7551563,1.3
1.557087,1.3
1.4976201,2.3
1.951269,2.7
1.2815611,3.7
0.55022275,0.3
0.7180445,0.0
1.1632135,0.7
1.179033,1.3
1.5463507,2.3
2.643404,4.7
1.111984,0.3
0.7162764,1.0
1.1393492,1.7
1.3940175,0.7
2.332164,2.7
0.39737338,0.7
1.5551531,1.0
0.5296698,2.3
1.1162317,1.3
3.116328,2.7
2.3476353,1.7
1.5809542,4.0
2.0409763,0.3
2.997599,2.3
1.2024877,0.3
3.1866724,2.3
1.5136247,1.7
1.1921009,1.3
1.6980841,1.0
1.8937094,2.3
1.879477,2.0
1.1614573,0.7
1.4125823,0.0
3.2044618,3.7
1.7607989,1.3
1.423104,1.7
0.87285835,1.0
0.9648434,3.0
1.2301483,0.7
1.3507824,1.0
2.236413,3.7
1.8275325,1.7
1.7683576,0.7
3.0020006,3.7
0.84488547,2.0
0.5883111,1.3
2.9008312,2.7
1.2283542,1.0
3.1315393,4.0
1.3209056,3.3
3.4277084,2.7
1.9934576,0.7
1.562311,1.0
2.6307523,2.3
1.3837284,1.7
0.5268194,1.0
2.2325861,2.7
0.35891694,0.7
1.2289464,0.7
0.34876528,0.0
1.6081427,1.7
0.31341177,0.3
1.766468,1.3
1.0625774,1.3
0.64120233,0.3
1.7991565,2.3
2.148587,0.7
0.43900207,0.3
0.62428474,1.0
0.9767699,1.0
0.43363848,0.0
0.6782481,0.7
1.7745264,1.0
1.3068951,3.3
1.098192,1.0
2.6787438,4.3
3.0919542,4.0
1.5489125,1.7
2.3803072,1.0
1.7226679,1.7
1.8345985,1.0
2.1970332,1.7
0.31500342,0.3
0.4524484,0.3
0.5280316,0.7
2.3367178,2.0
1.6648128,0.0
0.8631307,3.0
2.1022246,1.0
3.1409822,3.7
3.1219108,2.3
1.3298825,1.0
0.6217254,0.0
1.562311,0.3
0.4242771,0.7
1.2559084,1.3
2.6517782,3.0
1.9152766,2.7
1.2166072,3.0
1.1066921,0.7
1.2804836,1.0
1.9097338,2.3
1.7386872,2.7
1.212798,1.0
2.2452831,4.0
0.34785423,0.3
2.7718267,3.0
1.1120294,1.0
1.1504655,0.3
1.8256631,2.3
0.6417853,1.0
1.856307,1.7
1.0255749,0.0
0.73654014,1.0
0.67567587,2.3
1.4781958,1.7
0.9294251,1.7
1.8831669,1.3
0.8174468,2.0
1.4488579,1.0
1.6608762,2.0
0.3459772,0.3
0.64866316,1.3
2.5195336,1.7
1.886354,2.0
1.3479909,2.3
1.6752462,1.7
0.35621282,0.0
1.6340003,1.7
3.1240406,4.7
4.0587473,4.3
0.92456865,0.0
1.0683402,1.3
0.90047836,1.0
1.8147085,2.0
1.5845312,1.7
1.4377046,2.0
1.0689071,1.3
3.1495204,3.0
1.1201122,0.0
0.39821577,0.0
1.562311,1.7
1.2890503,0.3
1.5347877,1.3
2.5945237,1.7
2.7539918,2.7
0.6833263,0.0
0.8556623,0.7
2.0778635,2.0
3.9133382,4.3
3.3194318,2.7
1.1768425,1.0
3.2091637,2.3
2.437907,2.3
3.0987713,1.7
1.2262561,0.3
2.1340227,2.3
2.0560687,1.3
3.018629,4.0
1.4343382,1.7
1.3493319,1.0
2.660176,2.0
1.191986,0.7
1.4590305,0.3
1.2478002,1.7
2.2449508,3.0
1.7431747,0.3
2.1303177,3.7
0.57826895,1.0
0.64564264,0.3
1.1796012,1.7
1.5440855,1.7
3.1993196,1.7
1.0161529,1.7
0.36300135,2.0
1.964319,1.0
0.73934126,0.3
0.6609392,0.0
1.135516,1.0
1.5483193,1.3
2.5169222,3.0
0.7304183,1.3
0.60011894,0.7
0.6519145,0.0
0.7787154,1.7
2.0774825,2.7
1.5863022,0.3
1.5343391,2.0
0.53492177,1.0
1.3672261,1.7
2.5768414,2.7
2.1615236,1.0
2.8610256,3.7
0.34870657,0.0
2.784736,3.0
0.44819957,0.3
2.1211705,0.0
2.2889695,3.7
2.8091176,0.7
1.7293816,1.3
1.0156007,0.0
1.6303365,0.7
1.8454256,2.7
0.99897724,1.0
2.3390024,3.0
0.5917363,0.0
2.4130092,4.7
2.3486862,3.7
2.390029,1.3
0.9769451,1.7
2.937817,2.7
0.6127895,1.0
0.3859314,0.3
1.1584896,0.7
0.38896105,0.3
0.7811637,0.7
2.2757323,3.3
0.79205126,1.3
2.598403,2.3
0.4567628,0.0
0.9263766,1.0
0.69062424,1.0
1.4089496,1.0
1.0215487,0.0
0.585906,0.3
0.320357,0.0
3.8986824,5.3
3.3874438,4.3
2.533461,2.7
1.004426,1.0
1.7526472,4.3
1.2613688,1.0
1.554363,3.0
1.3665375,1.7
0.3914064,1.0
2.0030067,3.0
0.46317065,0.0
0.5525714,1.0
1.8454995,0.7
2.1636107,2.3
1.3136427,0.3
0.37464517,0.7
1.4119415,2.7
1.4537302,0.7
2.9616725,2.7
2.3141932,1.7
1.8904029,1.7
1.0645633,0.7
1.0420499,1.3
1.18927,1.3
1.1236796,1.0
1.9665443,2.3
3.4938028,2.7
1.9639487,3.3
1.2985985,0.3
1.0170444,0.7
1.4837192,1.7
1.5346034,0.7
0.8502387,0.3
1.213609,3.3
3.536289,5.3
2.451992,4.0
1.6657395,0.3
2.21248,2.7
1.0789331,0.3
0.45762485,0.7
2.2623594,1.7
1.6081463,4.0
2.5493076,6.3
0.6578036,0.3
2.0889027,2.3
2.0327182,2.3
1.8162947,0.7
2.324316,3.3
1.562311,2.7
1.6773078,1.3
0.34837568,0.0
2.0810103,3.7
2.470492,4.0
1.1853414,1.0
1.5448587,1.3
0.7531457,0.3
2.3698983,2.3
0.650327,0.0
1.8581772,3.3
3.0496488,3.7
0.6280876,0.0
2.8954852,3.3
3.3950288,3.3
0.6797005,1.0
1.5810916,1.0
1.2977984,1.3
0.99079275,0.7
1.929104,1.7
2.965034,2.7
1.0025178,1.3
0.87766767,2.3
0.9437914,1.3
1.5141666,1.3
1.4924779,0.0
3.002531,1.3
1.2804729,2.0
1.2630631,4.3
1.5369955,2.0
1.6487672,1.7
1.1568443,0.7
2.5618832,1.7
1.3008667,2.0
1.2901528,1.0
0.68268913,1.0
1.0575178,2.3
0.78734666,0.7
1.165872,1.0
0.44377887,0.0
2.1917582,3.3
3.7269292,3.7
0.75788176,0.7
0.37993264,0.3
0.67560697,1.7
0.45980972,0.0
1.562311,0.3
1.0591017,1.3
1.4978819,2.3
1.2403431,0.3
3.4300487,3.7
0.24721487,0.0
0.842222,0.3
0.5974844,0.3
1.2939314,1.0
2.813234,3.3
0.71170247,2.0
2.0598798,3.0
1.4141217,0.3
0.8823309,1.0
0.91118157,5.0
1.8540325,3.0
0.32577717,0.3
1.5973352,2.3
1.9593352,2.7
0.9524535,1.7
1.9656457,2.0
1.6952589,1.3
1.8629493,3.0
2.663043,1.3
1.1009017,2.0
0.46638906,0.3
2.7559373,4.0
0.42431933,0.0
